1.977390000000000100e+03,-7.776870000000000118e+02,1.929299999999999955e+03,4.564639999999999809e+00,-3.403560000000000141e+00,1.492640000000000100e+02
1.690289999999999964e+03,-7.776849999999999454e+02,1.929359999999999900e+03,4.564300000000000246e+00,-3.401569999999999983e+00,1.492640000000000100e+02
1.690289999999999964e+03,-7.308289999999999509e+02,1.929369999999999891e+03,2.495420000000000016e+01,4.399849999999999817e+00,1.716990000000000123e+02
2.075469999999999800e+03,-6.984519999999999982e+02,1.887710000000000036e+03,2.126450000000000173e+00,8.077569999999999473e-01,1.481759999999999877e+02
2.073460000000000036e+03,-8.624439999999999600e+02,1.887839999999999918e+03,2.337419999999999831e+01,-5.299970000000000514e-01,-1.721659999999999968e+02
1.936609999999999900e+03,-6.784460000000000264e+02,1.887880000000000109e+03,4.043190000000000062e+00,3.345209999999999795e+00,-1.210439999999999969e+02
1.936559999999999945e+03,-6.784320000000000164e+02,1.638039999999999964e+03,-1.075619999999999976e+01,5.078179999999999694e+00,-1.135100000000000051e+02
1.863420000000000073e+03,-9.307340000000000373e+02,1.638009999999999991e+03,5.124609999999999665e+00,-2.377179999999999893e+01,-1.354730000000000132e+02
1.593430000000000064e+03,-6.486870000000000118e+02,1.637950000000000045e+03,-2.969379999999999953e+01,-2.180049999999999955e+01,-3.060000000000000142e+01
1.669789999999999964e+03,-6.487150000000000318e+02,1.638009999999999991e+03,4.181340000000000146e+01,-2.676109999999999900e+01,1.237450000000000045e+02
1.320210000000000036e+03,-6.488039999999999736e+02,1.264000000000000000e+03,4.181320000000000192e+01,-2.676360000000000028e+01,1.645569999999999879e+02
2.293250000000000000e+03,-6.484950000000000045e+02,1.263980000000000018e+03,-5.891079999999999650e+00,-9.501899999999999125e+00,-1.053780000000000001e+02
2.306360000000000127e+03,-6.483780000000000427e+02,1.434750000000000000e+03,-3.024210000000000065e+00,-9.712630000000000763e+00,1.379029999999999916e+02
1.570529999999999973e+03,-6.484099999999999682e+02,1.434740000000000009e+03,2.783170000000000144e+01,-7.375370000000000203e+00,1.670389999999999873e+02
1.602430000000000064e+03,-6.483869999999999436e+02,1.866349999999999909e+03,2.783119999999999905e+01,-7.371909999999999741e+00,-1.695949999999999989e+02
1.768380000000000109e+03,-6.483160000000000309e+02,1.866329999999999927e+03,3.533469999999999800e+01,-1.601950000000000074e+01,1.196170000000000044e+02
2.224780000000000200e+03,-8.038310000000000173e+02,1.866400000000000091e+03,-4.867440000000000211e+00,7.407040000000000290e+00,1.237770000000000010e+02
1.942720000000000027e+03,-8.411119999999999663e+02,1.866490000000000009e+03,6.090749999999999886e+00,-4.854490000000000194e+00,1.538269999999999982e+02
1.679630000000000109e+03,-8.411630000000000109e+02,1.866430000000000064e+03,1.209360000000000035e+01,-2.641839999999999833e+01,1.578259999999999934e+02
