1.784349999999999909e+03,-5.883179999999999836e+02,1.486700000000000045e+03,1.661899999999999977e+02,-8.545650000000000546e+01,8.829299999999999926e+00
1.436400000000000091e+03,-5.225030000000000427e+02,1.486700000000000045e+03,1.661889999999999930e+02,-8.545690000000000452e+01,8.831120000000000303e+00
9.570240000000000009e+02,-4.930720000000000027e+02,1.486700000000000045e+03,1.661819999999999879e+02,-8.545659999999999457e+01,8.838129999999999598e+00
9.570309999999999491e+02,-4.930679999999999836e+02,1.486700000000000045e+03,1.746599999999999966e+02,-6.883379999999999654e+01,-1.121359999999999957e+01
9.570339999999999918e+02,-7.117899999999999636e+02,1.376490000000000009e+03,1.162019999999999982e+02,-7.491589999999999350e+01,8.384010000000000673e+01
1.382170000000000073e+03,-9.080650000000000546e+02,1.316640000000000100e+03,-9.589170000000000016e+01,-8.464589999999999748e+01,-5.409870000000000090e+01
1.359230000000000018e+03,-6.750860000000000127e+02,1.251369999999999891e+03,7.600490000000000634e+01,-5.956380000000000052e+01,1.068169999999999931e+02
1.730640000000000100e+03,-6.750330000000000155e+02,1.251359999999999900e+03,7.114390000000000214e+01,-7.226460000000000150e+01,1.151440000000000055e+02
1.730640000000000100e+03,-6.750339999999999918e+02,1.251359999999999900e+03,2.323659999999999926e+01,-7.856870000000000687e+01,1.590560000000000116e+02
1.749190000000000055e+03,-6.750049999999999955e+02,1.251359999999999900e+03,1.397549999999999955e+02,-8.809869999999999379e+01,3.266120000000000090e+01
1.749180000000000064e+03,-4.552669999999999959e+02,1.251369999999999891e+03,1.397599999999999909e+02,-8.809869999999999379e+01,3.265749999999999886e+01
1.442670000000000073e+03,-4.009110000000000014e+02,1.251359999999999900e+03,1.397680000000000007e+02,-8.809890000000000043e+01,3.264820000000000277e+01
1.442660000000000082e+03,-6.237559999999999718e+02,1.251390000000000100e+03,1.397429999999999950e+02,-8.809959999999999525e+01,3.267170000000000130e+01
8.905399999999999636e+02,-5.948319999999999936e+02,1.251400000000000091e+03,1.397050000000000125e+02,-8.810009999999999764e+01,3.270980000000000132e+01
1.041920000000000073e+03,-3.594460000000000264e+02,1.251069999999999936e+03,1.399019999999999868e+02,-8.809290000000000020e+01,3.250019999999999953e+01
1.142309999999999945e+03,-4.914789999999999850e+02,1.251089999999999918e+03,1.750869999999999891e+02,-7.070699999999999363e+01,-2.073079999999999856e+01
1.142299999999999955e+03,-4.914909999999999854e+02,1.251089999999999918e+03,-1.603000000000000114e+02,-5.101740000000000208e+01,2.021990000000000176e+00
1.142299999999999955e+03,-7.618390000000000555e+02,1.251099999999999909e+03,-3.634170000000000300e+01,-6.903279999999999461e+01,-1.279380000000000024e+02
1.142299999999999955e+03,-7.618339999999999463e+02,1.251089999999999918e+03,1.041800000000000068e+02,-7.579389999999999361e+01,9.455910000000000082e+01
1.805259999999999991e+03,-7.617649999999999864e+02,1.049910000000000082e+03,1.553559999999999945e+02,-6.110629999999999740e+01,6.348799999999999955e+01
1.805259999999999991e+03,-7.617680000000000291e+02,1.049910000000000082e+03,8.305419999999999447e+01,-7.618040000000000589e+01,1.054020000000000010e+02
1.767740000000000009e+03,-7.617830000000000155e+02,1.049920000000000073e+03,6.552060000000000173e+01,-5.181960000000000122e+01,1.216509999999999962e+02
1.438710000000000036e+03,-7.617830000000000155e+02,1.049920000000000073e+03,1.006380000000000052e+02,-5.508129999999999882e+01,7.866790000000000305e+01
1.438720000000000027e+03,-7.617799999999999727e+02,1.049910000000000082e+03,-1.072459999999999951e+02,-6.853940000000000055e+01,-7.154989999999999384e+01
1.447230000000000018e+03,-6.024450000000000500e+02,1.049920000000000073e+03,-1.112690000000000055e+02,-7.847369999999999379e+01,-5.531830000000000069e+01
1.447210000000000036e+03,-8.482960000000000491e+02,1.049920000000000073e+03,7.296120000000000516e+01,-5.660949999999999704e+01,1.364670000000000130e+02
9.758740000000000236e+02,-8.483200000000000500e+02,5.126889999999999645e+02,-2.723849999999999838e+01,-8.069129999999999825e+01,-1.555200000000000102e+02
1.675450000000000045e+03,-8.483060000000000400e+02,5.126979999999999791e+02,3.274099999999999966e+01,-6.874660000000000082e+01,1.498199999999999932e+02
1.297289999999999964e+03,-8.483189999999999600e+02,8.301950000000000500e+02,1.591810000000000116e+02,-4.938029999999999831e+01,1.771999999999999886e+01
1.297309999999999945e+03,-6.059710000000000036e+02,8.302060000000000173e+02,-1.590560000000000116e+02,-4.982370000000000232e+01,-3.722209999999999752e+01
1.645019999999999982e+03,-6.059249999999999545e+02,1.989079999999999870e+02,1.255879999999999939e+02,-8.599160000000000537e+01,4.732309999999999661e+01
1.644980000000000018e+03,-6.059130000000000109e+02,5.942549999999999955e+02,1.255949999999999989e+02,-8.599120000000000630e+01,4.731660000000000110e+01
1.644970000000000027e+03,-6.059099999999999682e+02,1.174299999999999955e+03,1.255639999999999930e+02,-8.599190000000000111e+01,4.734779999999999944e+01
